play_session_id,user_id,start_datetime,end_datetime,channel_code,status_code,total_score
485,13,2024-09-14T23:37:26.169-06:00,2024-09-15T06:17:26.169-06:00,MOBILE,ABORTED,1645
486,252,2024-11-17T14:36:43.061-06:00,2024-11-17T22:54:43.061-06:00,MOBILE,ABORTED,1493
487,411,2024-07-31T04:59:01.811-06:00,2024-07-31T12:54:01.811-06:00,MOBILE,COMPLETED,462
488,390,2024-12-30T15:40:42.316-06:00,2024-12-30T23:10:42.316-06:00,MOBILE,COMPLETED,1440
489,203,2024-09-22T11:32:39.934-06:00,2024-09-22T11:54:39.934-06:00,MOBILE,ABORTED,3840
490,2,2024-11-10T19:37:17.332-06:00,2024-11-11T05:02:17.332-06:00,MOBILE,ABORTED,3461
491,85,2024-03-07T15:08:36.790-06:00,2024-03-07T23:50:36.790-06:00,BROWSER,TIMEOUT,1294
492,174,2024-05-01T17:26:08.632-06:00,2024-05-01T23:40:08.632-06:00,BROWSER,ABORTED,747
493,218,2024-12-27T13:57:07.243-06:00,2024-12-27T18:55:07.243-06:00,MOBILE,COMPLETED,3286
494,359,2024-10-21T17:31:46.960-06:00,2024-10-21T21:09:46.960-06:00,BROWSER,COMPLETED,3751
495,174,2024-12-17T03:06:58.607-06:00,2024-12-17T04:26:58.607-06:00,MOBILE,TIMEOUT,510
496,318,2024-05-20T09:44:59.038-06:00,2024-05-20T09:59:59.038-06:00,BROWSER,ABORTED,1269
497,349,2024-11-25T21:45:30.307-06:00,2024-11-26T03:27:30.307-06:00,BROWSER,TIMEOUT,1031
498,281,2024-12-01T23:27:33.713-06:00,2024-12-02T06:21:33.713-06:00,MOBILE,COMPLETED,659
499,37,2024-08-13T16:27:00.698-06:00,2024-08-13T19:56:00.698-06:00,MOBILE,TIMEOUT,1776
500,10,2024-12-01T04:42:44.858-06:00,2024-12-01T12:15:44.858-06:00,MOBILE,ABORTED,3483
502,37,2024-09-16T02:59:05.003-06:00,2024-09-16T08:37:05.003-06:00,MOBILE,COMPLETED,4803
503,481,2024-02-05T13:16:05.510-06:00,2024-02-05T18:54:05.510-06:00,MOBILE,ABORTED,1529
504,473,2024-12-05T01:56:47.908-06:00,2024-12-05T05:14:47.908-06:00,MOBILE,TIMEOUT,4672
505,117,2024-10-12T15:50:08.928-06:00,2024-10-13T01:33:08.928-06:00,MOBILE,COMPLETED,1434
506,292,2024-12-27T08:40:09.153-06:00,2024-12-27T11:56:09.153-06:00,MOBILE,TIMEOUT,2748
507,181,2024-12-01T06:23:35.417-06:00,2024-12-01T08:54:35.417-06:00,MOBILE,COMPLETED,3012
508,17,2024-12-30T04:17:36.393-06:00,2024-12-30T05:17:36.393-06:00,BROWSER,COMPLETED,2767
509,281,2024-12-23T04:16:52.123-06:00,2024-12-23T10:31:52.123-06:00,MOBILE,ABORTED,940
510,47,2024-06-03T06:13:48.480-06:00,2024-06-03T15:38:48.480-06:00,MOBILE,COMPLETED,4032
511,166,2024-08-14T00:06:26.246-06:00,2024-08-14T06:51:26.246-06:00,MOBILE,COMPLETED,392
512,6,2024-05-18T22:59:16.914-06:00,2024-05-19T03:36:16.914-06:00,BROWSER,COMPLETED,2869
513,94,2024-09-30T19:05:33.699-06:00,2024-10-01T04:34:33.699-06:00,MOBILE,ABORTED,3331
514,282,2024-02-10T07:22:26.634-06:00,2024-02-10T12:53:26.634-06:00,BROWSER,ABORTED,848
515,51,2024-01-16T17:25:21.475-06:00,2024-01-17T03:22:21.475-06:00,MOBILE,ABORTED,917
516,317,2024-01-05T17:39:51.738-06:00,2024-01-06T03:15:51.738-06:00,BROWSER,ABORTED,852
517,156,2024-11-26T10:54:41.656-06:00,2024-11-26T17:52:41.656-06:00,BROWSER,TIMEOUT,4854
518,399,2024-10-26T15:05:07.037-06:00,2024-10-27T00:17:07.037-06:00,BROWSER,COMPLETED,975
519,90,2024-08-17T04:37:32.644-06:00,2024-08-17T09:42:32.644-06:00,BROWSER,COMPLETED,577
520,362,2024-12-04T04:17:04.454-06:00,2024-12-04T11:31:04.454-06:00,MOBILE,ABORTED,1097
521,266,2024-11-18T19:02:10.224-06:00,2024-11-19T01:24:10.224-06:00,MOBILE,ABORTED,4336
522,207,2024-12-24T15:26:16.285-06:00,2024-12-24T21:36:16.285-06:00,MOBILE,TIMEOUT,896
523,464,2024-12-09T21:30:45.155-06:00,2024-12-10T01:45:45.155-06:00,MOBILE,COMPLETED,3152
524,464,2024-12-12T18:59:45.950-06:00,2024-12-13T01:19:45.950-06:00,MOBILE,ABORTED,247
525,287,2024-11-27T18:02:19.996-06:00,2024-11-27T18:51:19.996-06:00,BROWSER,TIMEOUT,3718
526,393,2024-08-27T07:07:22.507-06:00,2024-08-27T11:56:22.507-06:00,MOBILE,ABORTED,2990
527,475,2024-12-30T15:13:38.877-06:00,2024-12-30T19:17:38.877-06:00,BROWSER,TIMEOUT,1039
528,339,2024-12-22T03:00:04.154-06:00,2024-12-22T07:19:04.154-06:00,MOBILE,ABORTED,2336
529,80,2024-11-23T20:32:01.457-06:00,2024-11-24T00:54:01.457-06:00,BROWSER,TIMEOUT,2134
530,35,2024-06-24T08:52:14.034-06:00,2024-06-24T16:27:14.034-06:00,BROWSER,COMPLETED,1423
531,262,2024-12-21T12:56:35.534-06:00,2024-12-21T21:52:35.534-06:00,MOBILE,TIMEOUT,2889
532,449,2024-12-27T00:50:13.623-06:00,2024-12-27T06:13:13.623-06:00,MOBILE,ABORTED,2002
533,292,2024-12-29T19:42:44.545-06:00,2024-12-29T23:27:44.545-06:00,MOBILE,ABORTED,4952
534,477,2024-05-22T17:12:10.220-06:00,2024-05-23T02:00:10.220-06:00,MOBILE,COMPLETED,712
535,183,2024-12-17T07:04:11.201-06:00,2024-12-17T12:35:11.201-06:00,BROWSER,ABORTED,4191
536,31,2024-12-25T11:43:31.775-06:00,2024-12-25T16:47:31.775-06:00,BROWSER,TIMEOUT,779
537,205,2024-11-17T20:00:58.668-06:00,2024-11-18T04:34:58.668-06:00,MOBILE,COMPLETED,2940
538,374,2024-12-12T16:47:25.421-06:00,2024-12-12T22:10:25.421-06:00,BROWSER,TIMEOUT,3813
539,16,2024-12-02T00:01:42.164-06:00,2024-12-02T02:29:42.164-06:00,MOBILE,ABORTED,1438
540,424,2024-12-07T01:29:10.997-06:00,2024-12-07T11:14:10.997-06:00,BROWSER,TIMEOUT,1547
541,417,2024-12-24T06:54:12.046-06:00,2024-12-24T09:39:12.046-06:00,BROWSER,ABORTED,1498
542,46,2024-12-15T23:46:02.373-06:00,2024-12-16T05:47:02.373-06:00,MOBILE,ABORTED,4931
543,159,2024-12-26T21:27:58.914-06:00,2024-12-27T02:10:58.914-06:00,BROWSER,ABORTED,4209
544,294,2024-08-25T06:25:37.334-06:00,2024-08-25T09:51:37.334-06:00,BROWSER,COMPLETED,2575
545,297,2024-11-01T14:52:34.084-06:00,2024-11-01T23:22:34.084-06:00,MOBILE,ABORTED,438
546,86,2024-10-29T04:37:06.078-06:00,2024-10-29T07:45:06.078-06:00,BROWSER,TIMEOUT,1376
547,6,2024-06-01T23:12:30.708-06:00,2024-06-02T08:07:30.708-06:00,MOBILE,TIMEOUT,1201
548,57,2024-12-22T05:10:45.809-06:00,2024-12-22T11:01:45.809-06:00,BROWSER,TIMEOUT,2105
549,43,2024-12-16T12:16:55.898-06:00,2024-12-16T18:55:55.898-06:00,BROWSER,ABORTED,3862
550,71,2024-10-13T02:03:09.229-06:00,2024-10-13T06:23:09.229-06:00,BROWSER,TIMEOUT,3616
551,36,2024-08-28T20:04:33.753-06:00,2024-08-29T01:45:33.753-06:00,BROWSER,ABORTED,3016
552,209,2024-12-21T08:30:16.120-06:00,2024-12-21T14:26:16.120-06:00,BROWSER,TIMEOUT,3231
553,430,2024-08-26T22:01:31.673-06:00,2024-08-27T00:44:31.673-06:00,BROWSER,COMPLETED,2148
554,141,2024-11-04T01:19:08.969-06:00,2024-11-04T06:49:08.969-06:00,BROWSER,COMPLETED,4403
555,299,2024-12-29T11:10:22.058-06:00,2024-12-29T15:25:22.058-06:00,MOBILE,TIMEOUT,3434
556,446,2024-12-28T23:46:35.802-06:00,2024-12-29T07:00:35.802-06:00,BROWSER,TIMEOUT,4667
557,353,2024-01-04T11:42:51.028-06:00,2024-01-04T16:25:51.028-06:00,BROWSER,TIMEOUT,3898
558,218,2024-12-28T19:42:34.463-06:00,2024-12-29T02:30:34.463-06:00,MOBILE,TIMEOUT,4994
559,338,2024-05-21T16:54:16.169-06:00,2024-05-21T18:04:16.169-06:00,MOBILE,ABORTED,3372
560,20,2024-11-15T09:19:09.141-06:00,2024-11-15T16:42:09.141-06:00,BROWSER,TIMEOUT,3747
561,56,2024-11-13T17:06:34.235-06:00,2024-11-13T19:01:34.235-06:00,MOBILE,ABORTED,1703
562,267,2024-09-25T20:02:37.884-06:00,2024-09-26T05:38:37.884-06:00,BROWSER,COMPLETED,3659
563,476,2024-11-27T20:43:34.803-06:00,2024-11-27T23:22:34.803-06:00,MOBILE,COMPLETED,2086
564,199,2024-11-17T09:51:27.681-06:00,2024-11-17T10:12:27.681-06:00,MOBILE,TIMEOUT,421
565,405,2024-11-29T16:09:22.752-06:00,2024-11-29T21:40:22.752-06:00,BROWSER,ABORTED,508
566,226,2024-11-23T21:55:00.134-06:00,2024-11-24T03:45:00.134-06:00,MOBILE,ABORTED,4099
567,74,2024-06-10T10:42:22.186-06:00,2024-06-10T11:59:22.186-06:00,MOBILE,ABORTED,3130
568,383,2024-06-17T12:08:08.301-06:00,2024-06-17T12:19:08.301-06:00,BROWSER,COMPLETED,1307
569,145,2024-12-30T11:18:38.142-06:00,2024-12-30T13:42:38.142-06:00,MOBILE,ABORTED,3749
571,124,2024-06-21T18:58:23.847-06:00,2024-06-22T03:34:23.847-06:00,MOBILE,ABORTED,3029
572,101,2024-08-01T05:43:26.884-06:00,2024-08-01T08:03:26.884-06:00,MOBILE,COMPLETED,4854
573,273,2024-09-25T22:15:02.709-06:00,2024-09-26T03:42:02.709-06:00,BROWSER,ABORTED,3119
574,44,2024-01-24T23:17:52.100-06:00,2024-01-25T04:12:52.100-06:00,BROWSER,ABORTED,2352
575,166,2024-10-15T02:23:29.456-06:00,2024-10-15T10:32:29.456-06:00,MOBILE,TIMEOUT,1328
576,37,2024-11-14T23:52:29.269-06:00,2024-11-15T03:27:29.269-06:00,MOBILE,ABORTED,2148
577,243,2024-09-12T07:40:26.506-06:00,2024-09-12T09:40:26.506-06:00,BROWSER,COMPLETED,393
578,413,2024-02-09T00:36:14.317-06:00,2024-02-09T02:28:14.317-06:00,BROWSER,ABORTED,1731
579,278,2024-08-07T22:51:25.040-06:00,2024-08-08T07:41:25.040-06:00,MOBILE,COMPLETED,4227
580,337,2024-10-14T19:26:21.271-06:00,2024-10-15T02:23:21.271-06:00,BROWSER,COMPLETED,3119
581,421,2024-11-13T10:46:25.233-06:00,2024-11-13T17:48:25.233-06:00,MOBILE,COMPLETED,1813
582,448,2024-06-30T20:57:30.949-06:00,2024-07-01T00:46:30.949-06:00,BROWSER,COMPLETED,4269
583,410,2024-12-16T11:59:15.270-06:00,2024-12-16T13:05:15.270-06:00,BROWSER,COMPLETED,3238
584,123,2024-03-01T06:34:32.709-06:00,2024-03-01T08:38:32.709-06:00,BROWSER,ABORTED,3196
585,277,2024-04-13T15:14:21.876-06:00,2024-04-13T16:50:21.876-06:00,BROWSER,TIMEOUT,589
586,91,2024-12-25T15:45:21.866-06:00,2024-12-25T20:18:21.866-06:00,MOBILE,COMPLETED,1292
587,111,2024-08-15T22:04:02.056-06:00,2024-08-16T03:38:02.056-06:00,BROWSER,COMPLETED,2837
588,253,2024-12-22T06:43:31.917-06:00,2024-12-22T11:55:31.917-06:00,BROWSER,TIMEOUT,2212
589,185,2024-11-07T10:38:06.783-06:00,2024-11-07T12:12:06.783-06:00,BROWSER,COMPLETED,934
590,321,2024-10-07T10:02:35.096-06:00,2024-10-07T15:23:35.096-06:00,MOBILE,TIMEOUT,897
591,176,2024-11-18T11:48:45.458-06:00,2024-11-18T20:21:45.458-06:00,BROWSER,COMPLETED,4682
592,367,2024-12-27T19:09:13.297-06:00,2024-12-28T03:49:13.297-06:00,MOBILE,ABORTED,1777
593,287,2024-12-18T13:04:56.704-06:00,2024-12-18T21:20:56.704-06:00,MOBILE,ABORTED,2688
594,251,2024-06-26T08:19:01.173-06:00,2024-06-26T17:20:01.173-06:00,MOBILE,COMPLETED,269
595,284,2024-06-25T12:18:05.842-06:00,2024-06-25T17:07:05.842-06:00,MOBILE,COMPLETED,3711
596,301,2024-11-12T12:50:26.600-06:00,2024-11-12T14:36:26.600-06:00,MOBILE,COMPLETED,845
597,83,2024-11-16T21:33:29.169-06:00,2024-11-16T21:51:29.169-06:00,BROWSER,ABORTED,1950
598,240,2024-11-10T21:24:25.624-06:00,2024-11-11T04:27:25.624-06:00,MOBILE,ABORTED,3821
599,184,2024-12-20T12:35:23.224-06:00,2024-12-20T22:27:23.224-06:00,BROWSER,TIMEOUT,2792
600,419,2024-12-29T20:31:34.104-06:00,2024-12-30T02:32:34.104-06:00,BROWSER,ABORTED,2756
601,208,2024-04-05T01:07:14.031-06:00,2024-04-05T07:03:14.031-06:00,MOBILE,TIMEOUT,4126
602,327,2024-08-08T16:24:12.174-06:00,2024-08-09T02:00:12.174-06:00,BROWSER,TIMEOUT,1672
603,421,2024-11-19T02:20:06.874-06:00,2024-11-19T12:05:06.874-06:00,BROWSER,ABORTED,540
604,366,2024-07-29T23:13:19.587-06:00,2024-07-30T01:10:19.587-06:00,MOBILE,COMPLETED,4155
605,409,2024-07-31T22:29:46.780-06:00,2024-08-01T05:45:46.780-06:00,BROWSER,TIMEOUT,3075
606,326,2024-12-10T18:27:42.179-06:00,2024-12-11T00:12:42.179-06:00,MOBILE,ABORTED,808
607,50,2024-12-13T00:05:25.136-06:00,2024-12-13T04:22:25.136-06:00,BROWSER,ABORTED,944
608,172,2024-09-04T05:01:55.388-06:00,2024-09-04T09:47:55.388-06:00,BROWSER,TIMEOUT,2759
609,417,2024-12-24T22:48:45.820-06:00,2024-12-24T23:58:45.820-06:00,BROWSER,ABORTED,4164
610,116,2024-04-12T10:07:12.524-06:00,2024-04-12T19:30:12.524-06:00,MOBILE,TIMEOUT,3699
611,273,2024-10-04T11:33:17.701-06:00,2024-10-04T14:35:17.701-06:00,BROWSER,COMPLETED,2617
612,427,2024-10-23T21:53:38.160-06:00,2024-10-24T02:36:38.160-06:00,BROWSER,TIMEOUT,4178
613,60,2024-05-15T19:13:38.483-06:00,2024-05-16T03:00:38.483-06:00,BROWSER,ABORTED,1647
614,499,2024-11-02T15:04:13.355-06:00,2024-11-02T20:09:13.355-06:00,MOBILE,TIMEOUT,1785
615,487,2024-05-06T20:01:08.176-06:00,2024-05-06T23:08:08.176-06:00,BROWSER,TIMEOUT,3541
616,306,2024-09-27T12:03:48.777-06:00,2024-09-27T17:34:48.777-06:00,BROWSER,COMPLETED,2938
617,193,2024-02-08T07:11:38.100-06:00,2024-02-08T17:08:38.100-06:00,MOBILE,ABORTED,3467
618,168,2024-11-11T13:58:05.999-06:00,2024-11-11T14:55:05.999-06:00,BROWSER,COMPLETED,1459
619,278,2024-08-08T21:41:26.958-06:00,2024-08-09T02:17:26.958-06:00,BROWSER,COMPLETED,3538
620,129,2024-10-20T04:46:02.262-06:00,2024-10-20T06:16:02.262-06:00,MOBILE,COMPLETED,165
621,478,2024-10-28T07:59:17.077-06:00,2024-10-28T11:04:17.077-06:00,MOBILE,ABORTED,459
622,8,2024-08-09T14:58:13.130-06:00,2024-08-09T15:24:13.130-06:00,BROWSER,COMPLETED,1516
623,385,2024-11-11T04:28:00.498-06:00,2024-11-11T11:06:00.498-06:00,MOBILE,COMPLETED,637
624,347,2024-06-30T20:07:47.442-06:00,2024-07-01T00:21:47.442-06:00,BROWSER,ABORTED,1490
625,495,2024-02-28T08:05:13.957-06:00,2024-02-28T12:04:13.957-06:00,BROWSER,TIMEOUT,3594
626,246,2024-10-18T13:12:01.229-06:00,2024-10-18T20:17:01.229-06:00,BROWSER,COMPLETED,4438
627,7,2024-09-06T17:00:16.140-06:00,2024-09-07T00:02:16.140-06:00,BROWSER,TIMEOUT,4150
628,173,2024-12-18T10:37:19.968-06:00,2024-12-18T18:51:19.968-06:00,MOBILE,COMPLETED,2603
629,129,2024-10-26T16:09:02.431-06:00,2024-10-26T22:51:02.431-06:00,BROWSER,TIMEOUT,1554
630,69,2024-09-25T20:06:17.823-06:00,2024-09-26T01:49:17.823-06:00,MOBILE,ABORTED,3638
631,177,2024-07-16T12:35:49.425-06:00,2024-07-16T19:09:49.425-06:00,MOBILE,TIMEOUT,2417
632,377,2024-10-10T02:07:19.455-06:00,2024-10-10T03:25:19.455-06:00,MOBILE,ABORTED,1979
633,336,2024-07-03T07:16:47.197-06:00,2024-07-03T13:52:47.197-06:00,BROWSER,ABORTED,1703
634,21,2024-09-14T16:41:15.067-06:00,2024-09-14T17:33:15.067-06:00,MOBILE,TIMEOUT,3701
635,446,2024-12-29T10:32:00.468-06:00,2024-12-29T10:49:00.468-06:00,MOBILE,TIMEOUT,3965
636,180,2024-11-19T00:17:36.393-06:00,2024-11-19T08:05:36.393-06:00,BROWSER,TIMEOUT,2290
637,103,2024-11-26T07:22:02.675-06:00,2024-11-26T11:10:02.675-06:00,MOBILE,TIMEOUT,4474
638,382,2024-12-03T07:50:54.270-06:00,2024-12-03T12:32:54.270-06:00,BROWSER,ABORTED,1038
639,340,2024-12-30T08:16:18.990-06:00,2024-12-30T15:39:18.990-06:00,BROWSER,ABORTED,2664
640,42,2024-04-25T10:34:11.682-06:00,2024-04-25T17:24:11.682-06:00,MOBILE,ABORTED,3404
641,468,2024-11-11T05:22:53.481-06:00,2024-11-11T09:05:53.481-06:00,BROWSER,TIMEOUT,2353
642,483,2024-07-26T05:24:38.702-06:00,2024-07-26T11:41:38.702-06:00,BROWSER,TIMEOUT,4457
643,456,2024-10-15T23:34:16.239-06:00,2024-10-15T23:52:16.239-06:00,BROWSER,TIMEOUT,2812
644,232,2024-11-14T05:08:32.749-06:00,2024-11-14T11:04:32.749-06:00,BROWSER,ABORTED,2461
645,429,2024-10-31T09:14:07.164-06:00,2024-10-31T12:29:07.164-06:00,BROWSER,ABORTED,2980
646,168,2024-12-22T15:41:12.705-06:00,2024-12-22T21:52:12.705-06:00,BROWSER,ABORTED,3579
647,236,2024-10-21T11:02:54.908-06:00,2024-10-21T16:07:54.908-06:00,BROWSER,ABORTED,1815
648,382,2024-12-03T13:15:05.398-06:00,2024-12-03T16:48:05.398-06:00,MOBILE,ABORTED,854
649,189,2024-02-06T01:26:03.335-06:00,2024-02-06T11:09:03.335-06:00,BROWSER,COMPLETED,4978
650,298,2024-09-03T13:40:01.879-06:00,2024-09-03T23:29:01.879-06:00,MOBILE,ABORTED,4739
651,1,2024-02-03T08:38:44.706-06:00,2024-02-03T17:50:44.706-06:00,MOBILE,COMPLETED,2237
652,430,2024-11-12T02:41:30.958-06:00,2024-11-12T05:39:30.958-06:00,BROWSER,ABORTED,1978
653,246,2024-12-25T11:28:19.042-06:00,2024-12-25T18:43:19.042-06:00,MOBILE,COMPLETED,1034
654,244,2024-12-28T09:54:13.320-06:00,2024-12-28T13:16:13.320-06:00,MOBILE,ABORTED,1421
655,253,2024-12-23T21:49:11.266-06:00,2024-12-24T06:07:11.266-06:00,MOBILE,COMPLETED,2478
656,367,2024-12-29T15:36:00.893-06:00,2024-12-29T18:29:00.893-06:00,MOBILE,TIMEOUT,1308
657,476,2024-12-22T07:09:49.882-06:00,2024-12-22T15:04:49.882-06:00,MOBILE,TIMEOUT,1046
658,369,2024-11-16T04:12:18.752-06:00,2024-11-16T07:21:18.752-06:00,MOBILE,TIMEOUT,2514
659,469,2024-10-04T04:22:31.236-06:00,2024-10-04T09:26:31.236-06:00,MOBILE,ABORTED,4921
660,210,2024-12-12T21:56:55.348-06:00,2024-12-13T06:32:55.348-06:00,BROWSER,ABORTED,1955
661,396,2024-02-12T17:25:05.867-06:00,2024-02-12T19:38:05.867-06:00,MOBILE,COMPLETED,2213
662,417,2024-12-29T16:02:24.455-06:00,2024-12-29T16:42:24.455-06:00,BROWSER,TIMEOUT,1954
663,65,2024-01-07T10:44:14.538-06:00,2024-01-07T19:28:14.538-06:00,MOBILE,COMPLETED,4608
664,289,2024-11-08T10:30:18.794-06:00,2024-11-08T16:49:18.794-06:00,BROWSER,COMPLETED,2006
665,219,2024-08-17T14:25:14.922-06:00,2024-08-17T21:49:14.922-06:00,BROWSER,ABORTED,1706
666,339,2024-12-29T23:26:08.720-06:00,2024-12-30T08:26:08.720-06:00,BROWSER,ABORTED,2278
667,252,2024-12-04T16:50:50.957-06:00,2024-12-04T19:22:50.957-06:00,BROWSER,ABORTED,1255
668,217,2024-10-12T13:42:29.338-06:00,2024-10-12T17:04:29.338-06:00,BROWSER,TIMEOUT,1755
669,358,2024-08-30T08:01:38.689-06:00,2024-08-30T13:01:38.689-06:00,BROWSER,ABORTED,2767
670,439,2024-12-27T12:10:10.377-06:00,2024-12-27T12:30:10.377-06:00,BROWSER,ABORTED,1193
671,387,2024-12-23T00:41:28.121-06:00,2024-12-23T08:04:28.121-06:00,BROWSER,COMPLETED,4154
672,461,2024-04-17T07:16:02.908-06:00,2024-04-17T08:39:02.908-06:00,BROWSER,COMPLETED,979
673,470,2024-10-12T09:32:40.199-06:00,2024-10-12T12:22:40.199-06:00,BROWSER,ABORTED,2053
674,463,2024-08-08T15:45:59.139-06:00,2024-08-08T17:26:59.139-06:00,MOBILE,TIMEOUT,2739
675,93,2024-05-02T22:28:26.445-06:00,2024-05-03T00:36:26.445-06:00,MOBILE,ABORTED,4776
677,345,2024-09-15T21:12:37.751-06:00,2024-09-15T22:17:37.751-06:00,BROWSER,COMPLETED,3274
678,64,2024-10-23T12:05:46.412-06:00,2024-10-23T15:42:46.412-06:00,MOBILE,TIMEOUT,4448
679,393,2024-11-22T10:12:33.856-06:00,2024-11-22T16:07:33.856-06:00,MOBILE,COMPLETED,2261
680,293,2024-08-11T23:27:26.075-06:00,2024-08-12T06:36:26.075-06:00,BROWSER,ABORTED,2120
681,143,2024-06-08T05:25:11.363-06:00,2024-06-08T06:01:11.363-06:00,MOBILE,ABORTED,747
682,347,2024-10-20T01:20:33.192-06:00,2024-10-20T03:27:33.192-06:00,MOBILE,COMPLETED,2140
683,126,2024-12-18T10:39:54.018-06:00,2024-12-18T20:35:54.018-06:00,MOBILE,TIMEOUT,290
684,240,2024-12-17T06:43:56.172-06:00,2024-12-17T15:36:56.172-06:00,MOBILE,COMPLETED,1276
685,354,2024-12-13T22:46:52.846-06:00,2024-12-14T00:05:52.846-06:00,MOBILE,COMPLETED,4383
686,114,2024-11-03T07:35:04.176-06:00,2024-11-03T09:15:04.176-06:00,MOBILE,ABORTED,725
687,410,2024-12-22T05:30:25.562-06:00,2024-12-22T09:58:25.562-06:00,MOBILE,TIMEOUT,1541
688,143,2024-12-21T14:20:43.360-06:00,2024-12-21T16:55:43.360-06:00,BROWSER,ABORTED,4707
689,350,2024-05-12T09:13:15.716-06:00,2024-05-12T10:19:15.716-06:00,BROWSER,COMPLETED,253
690,341,2024-12-26T09:50:00.917-06:00,2024-12-26T12:28:00.917-06:00,MOBILE,ABORTED,667
691,213,2024-12-20T12:45:41.767-06:00,2024-12-20T14:22:41.767-06:00,BROWSER,ABORTED,4878
692,282,2024-10-11T11:15:46.021-06:00,2024-10-11T13:11:46.021-06:00,BROWSER,TIMEOUT,838
693,140,2024-12-22T07:51:18.158-06:00,2024-12-22T16:50:18.158-06:00,BROWSER,ABORTED,1134
694,39,2024-07-15T12:02:05.503-06:00,2024-07-15T13:43:05.503-06:00,MOBILE,TIMEOUT,4832
695,479,2024-07-23T07:01:58.310-06:00,2024-07-23T14:57:58.310-06:00,BROWSER,TIMEOUT,2971
696,290,2024-12-28T05:37:46.301-06:00,2024-12-28T14:58:46.301-06:00,BROWSER,TIMEOUT,4516
697,224,2024-05-10T18:05:04.110-06:00,2024-05-11T01:32:04.110-06:00,MOBILE,ABORTED,2150
698,482,2024-09-24T18:32:00.199-06:00,2024-09-24T18:51:00.199-06:00,BROWSER,TIMEOUT,1220
699,144,2024-11-30T04:23:40.671-06:00,2024-11-30T04:54:40.671-06:00,BROWSER,TIMEOUT,3630
700,191,2024-10-15T20:44:17.823-06:00,2024-10-16T00:31:17.823-06:00,BROWSER,TIMEOUT,1224
701,57,2024-12-28T14:51:42.521-06:00,2024-12-28T14:58:42.521-06:00,BROWSER,ABORTED,1708
702,60,2024-06-07T05:16:27.139-06:00,2024-06-07T13:40:27.139-06:00,MOBILE,COMPLETED,4691
703,198,2024-02-23T20:47:54.263-06:00,2024-02-24T05:48:54.263-06:00,BROWSER,ABORTED,422
704,254,2024-07-10T01:25:02.159-06:00,2024-07-10T01:56:02.159-06:00,MOBILE,TIMEOUT,4811
705,248,2024-10-20T16:01:52.123-06:00,2024-10-20T16:49:52.123-06:00,MOBILE,ABORTED,2110
706,325,2024-07-18T01:43:53.690-06:00,2024-07-18T06:05:53.690-06:00,BROWSER,COMPLETED,167
707,163,2024-10-11T15:59:10.778-06:00,2024-10-11T18:23:10.778-06:00,BROWSER,ABORTED,3183
708,205,2024-11-30T20:33:35.640-06:00,2024-12-01T01:00:35.640-06:00,MOBILE,COMPLETED,1900
709,376,2024-11-25T14:51:26.039-06:00,2024-11-25T16:34:26.039-06:00,BROWSER,ABORTED,527
710,187,2024-12-21T23:06:41.107-06:00,2024-12-22T01:32:41.107-06:00,BROWSER,COMPLETED,4514
711,396,2024-09-15T15:47:47.552-06:00,2024-09-15T18:32:47.552-06:00,MOBILE,ABORTED,2636
712,32,2024-11-17T18:22:17.281-06:00,2024-11-18T02:51:17.281-06:00,BROWSER,ABORTED,4534
713,311,2024-08-21T11:01:48.487-06:00,2024-08-21T19:40:48.487-06:00,BROWSER,COMPLETED,4526
714,178,2024-10-13T19:14:01.238-06:00,2024-10-13T21:49:01.238-06:00,BROWSER,ABORTED,3033
715,37,2024-12-11T14:50:20.650-06:00,2024-12-11T20:26:20.650-06:00,MOBILE,TIMEOUT,601
716,2,2024-11-13T19:38:33.292-06:00,2024-11-13T22:40:33.292-06:00,MOBILE,TIMEOUT,2215
717,404,2024-04-23T23:49:06.741-06:00,2024-04-24T08:40:06.741-06:00,BROWSER,TIMEOUT,868
718,430,2024-12-21T14:44:22.730-06:00,2024-12-21T18:18:22.730-06:00,MOBILE,TIMEOUT,3831
719,145,2024-12-30T19:03:32.457-06:00,2024-12-30T22:25:32.457-06:00,MOBILE,COMPLETED,4783
720,41,2024-11-25T11:40:52.567-06:00,2024-11-25T19:27:52.567-06:00,BROWSER,ABORTED,1292
721,288,2024-08-29T06:41:32.230-06:00,2024-08-29T07:48:32.230-06:00,MOBILE,ABORTED,2014
722,116,2024-09-10T02:43:19.139-06:00,2024-09-10T04:06:19.139-06:00,BROWSER,TIMEOUT,908
723,187,2024-12-26T15:28:27.972-06:00,2024-12-26T16:27:27.972-06:00,BROWSER,TIMEOUT,2335
724,450,2024-12-01T16:58:40.858-06:00,2024-12-02T01:00:40.858-06:00,BROWSER,COMPLETED,4335
725,404,2024-09-15T11:56:53.777-06:00,2024-09-15T19:48:53.777-06:00,BROWSER,COMPLETED,820
726,124,2024-11-06T10:43:06.793-06:00,2024-11-06T13:12:06.793-06:00,MOBILE,COMPLETED,2956
727,225,2024-11-07T18:04:15.134-06:00,2024-11-08T03:53:15.134-06:00,BROWSER,COMPLETED,2215
728,110,2024-12-18T17:17:32.571-06:00,2024-12-18T19:41:32.571-06:00,MOBILE,COMPLETED,2884
